,prompt,label,word_count
1092,troféu,0,1
1093,餘生都是你,0,1
1094,devil,0,1
1095,obrigado meu deus,0,3
1096,la hora feliz,0,3
1097,true power,0,2
1098,evisceration plague,0,2
1099,ishq hua,0,2
1100,complete hank williams,0,3
1101,best gerry pacemakers,0,3
1102,dime porqué,0,2
1103,aldebaran original,0,2
1104,articulation,0,1
1105,yaaradi nee mohini,0,3
1106,es culpa tuya,0,3
1107,klarkomm,0,1
1108,en dag när du blir stor,0,6
1109,long love bonus track,0,4
1110,13 reasons,0,2
1111,heartbeat,0,1
1112,brishti theme gele,0,3
1113,shake shake rattle rock n roll,0,6
1114,dancela bodha yethuda brahmastra,0,4
1115,te voy amar,0,3
1116,iii,0,1
1117,came,0,1
1118,devagarinho 20,0,2
1119,breathe,0,1
1120,better together,0,2
1121,nuit,0,1
1122,dancin ep2,0,2
1123,abbey road,0,2
1124,coisas novas,0,2
1125,like party radio edit,0,4
1126,lunar injection kool aid eclipse conspiracy,0,6
1127,歓声をさがして,0,1
1128,fear,0,1
1129,tres veces tres,0,3
1130,dope track,0,2
1131,goldie fish,0,2
1132,nothings perfect,0,2
1133,victimas del vaciamiento,0,3
1134,愛就一個字,0,1
1135,saveiro,0,1
1136,fumen bueno,0,2
1137,lanet,0,1
1138,look book,0,2
1139,enquanto sol brilhar ao vivo,0,5
1140,cruz de tecido ao vivo,0,5
1141,сети,0,1
1142,see light,0,2
1143,angka 8,0,2
1144,sleepless stephan bodzin remix,0,4
1145,overflow,0,1
1146,afterlife,0,1
1147,não vá embora ao vivo,0,5
1148,kick iii,0,2
1149,last day earth,0,3
1150,mercy,0,1
1151,long long time,0,3
1152,safezone,0,1
1153,wild horse,0,2
1154,mountain,0,1
1155,boy,0,1
1156,tô achando que é amor ep 3,0,7
1157,hard days night,0,3
1158,leave door open,0,3
1159,strange days,0,2
1160,saware,0,1
1161,anacrônico,0,1
1162,taipero poriahu,0,2
1163,opvs contra natvram,0,3
1164,leave love,0,2
1165,dont let cross,0,3
1166,con los recuerdos al hombro,0,5
1167,ta na boa,0,3
1168,biggest thing ever,0,3
1169,subliminal,0,1
1170,la crudita,0,2
1171,crazy world,0,2
1172,latthay di chaadar single,0,4
1173,immortal rites,0,2
1174,canon,0,1
1175,mighty wings top gun original soundtrack,0,6
1176,uma gota oceano,0,3
1177,san luis,0,2
1178,hollow,0,1
1179,else,0,1
1180,aint yet,0,2
1181,love full time,0,3
1182,im ok,0,2
1183,go wild,0,2
1184,idlewild,0,1
1185,te busco,0,2
1186,black water,0,2
1187,dirt,0,1
1188,athiru kaakkum,0,2
1189,dichotomy,0,1
1190,voyage,0,1
1191,dose de adrenalina,0,3
1192,gentle boy,0,2
1193,11月的蕭邦,0,1
1194,loving,0,1
1195,revival,0,1
1196,16,0,1
1197,joias bairro,0,2
1198,1uptown,0,1
1199,nurture,0,1
1200,lieber schifoan,0,2
1201,tera hua,0,2
1202,seven continents,0,2
1203,glee music complete season three,0,5
1204,新地球,0,1
1205,jardim dos animais,0,3
1206,我們都是這樣長大的,0,1
1207,románticas 80s 90s 2000s,0,4
1208,un verano sin ti,0,4
1209,first album,0,2
1210,flames,0,1
1211,rock around clock,0,3
1212,jeitão de caboclo,0,3
1213,sempre cantar,0,2
1214,gentle rain sounds,0,3
1215,wall wall,0,2
1216,dip,0,1
1217,frozen planet,0,2
1218,25 let černobílý svět,0,4
1219,eddy eddy,0,2
1220,pictures,0,1
1221,could never loved,0,3
1222,wildstyle,0,1
1223,coração apaixonou,0,2
1224,filho dono,0,2
1225,feeling,0,1
1226,är det kärlek du behöver,0,5
1227,infierno,0,1
1228,observer,0,1
1229,perfect union,0,2
1230,shakin,0,1
1231,jeevamshamayi,0,1
1232,fear trust,0,2
1233,box frenzy,0,2
1234,wild night,0,2
1235,jinx,0,1
1236,pawns kings,0,2
1237,unforgiven iii,0,2
1238,hidden gems,0,2
1239,tô fazendo minha parte ao vivo em vivo riobrasil2010,0,9
1240,moment like,0,2
1241,die afrojack vs thirty seconds mars remix,0,7
1242,avalanche,0,1
1243,eu só quero adorar,0,4
1244,ojos color sol,0,3
1245,ozutochi,0,1
1246,pedra leticia,0,2
1247,ingen vill veta var du köpt din tröja,0,8
1248,wanted know,0,2
1249,voz sem violão,0,3
1250,nockalm gold,0,2
1251,f arctic monkeys,0,3
1252,top gun maverick,0,3
1253,tudo fica bem,0,3
1254,rampage,0,1
1255,nest,0,1
1256,vesmír,0,1
1257,frankie knuckles presents greatest hits trax records,0,7
1258,indestructible,0,1
1259,опианариум,0,1
1260,contrato vitalício ao vivo,0,4
1261,adiyeh kirukki,0,2
1262,barricades remastered,0,2
1263,please please remastered 2009,0,4
1264,enemigos de lo ajeno,0,4
1265,fire,0,1
1266,calabria 2007 radio edit,0,4
1267,記得,0,1
1268,girl fell sky,0,3
1269,drive thru,0,2
1270,alone 2015 remaster,0,3
1271,love really means,0,3
1272,deixa,0,1
1273,syndrome du village,0,3
1274,troubled memories,0,2
1275,salí de casa,0,3
1276,垂直活著水平留戀著。,0,1
1277,wo bist du,0,3
1278,risqué,0,1
1279,algo de suerte,0,3
1280,gore gaalon pe,0,3
1281,raf,0,1
1282,violence,0,1
1283,anastasia,0,1
1284,dilaan de rajya,0,3
1285,see dark little fish soundtrack,0,5
1286,parallel parking,0,2
1287,1,0,1
1288,sex,0,1
1289,sadness feels like,0,3
1290,bu kadar,0,2
1291,baby sleep music soothing baby lullaby music babies sleep aid sleeping music,0,12
1292,mean,0,1
1293,one man woman,0,3
1294,glee music complete season four,0,5
1295,puzzle,0,1
1296,things never change,0,3
1297,ここにいる理由,0,1
1298,neeve,0,1
1299,con qué derecho,0,3
1300,seven,0,1
1301,dont cry,0,2
1302,fuerte soy,0,2
1303,groovy flute,0,2
1304,sleepy time,0,2
1305,essential billy joel,0,3
1306,heroes,0,1
1307,el bien,0,2
1308,first disney original soundtrack best japanese version,0,7
1309,大風吹,0,1
1310,bust windows cover jazmine sullivan,0,5
1311,nuit,0,1
1312,sanam,0,1
1313,save san francisco,0,3
1314,look sky,0,2
1315,minha menina,0,2
1316,backrest,0,1
1317,zinda,0,1
1318,loud,0,1
1319,one song,0,2
1320,69 love songs,0,3
1321,bas mein,0,2
1322,clio berline,0,2
1323,el mundo que nos tocó vivir,0,6
1324,control,0,1
1325,clothes dryer soothing brown noise,0,5
1326,heart,0,1
1327,carte blanche,0,2
1328,muthus journey,0,2
1329,baú da taty girl pt 1,0,6
1330,dynamo,0,1
1331,vivir así es morir de amor,0,6
1332,aguenta coração,0,2
1333,love thats problem,0,3
1334,playing tricks,0,2
1335,pages,0,1
1336,strobo,0,1
1337,喜歡你 電影原聲帶,0,2
1338,ringo,0,1
1339,déjà vu das beste von matthias reim,0,7
1340,keep trying,0,2
1341,take time,0,2
1342,every open eye,0,3
1343,eason air,0,2
1344,love tender,0,2
1345,時候不早,0,1
1346,17,0,1
1347,lovelifebackstage,0,1
1348,ao vivo 2,0,3
1349,vaaqif,0,1
1350,espera,0,1
1351,strange vine,0,2
1352,nobody love,0,2
1353,gravity,0,1
1354,emma lachy show,0,3
1355,ficamento ao vivo,0,3
1356,ultima,0,1
1357,comeback back business,0,3
1358,encontra ao vivo chegou quem faltava,0,6
1359,replay,0,1
1360,love letters intro love sick side,0,6
1361,percolator jamie jones vault mix,0,5
1362,wading crowds,0,2
1363,pour un infidéle,0,3
1364,rowing,0,1
1365,en attendant demoniak,0,3
1366,bewafa nikli x aaja mahiya,0,5
1367,só por um momento ao vivo,0,6
1368,fiction,0,1
1369,mend broken heart,0,3
1370,rock island line,0,3
1371,walking blind,0,2
1372,fool hill remastered 2009,0,4
1373,teesri manzil,0,2
1374,ハッピーエンドへの期待は,0,1
1375,halcyon days,0,2
1376,stars,0,1
1377,相見恨晚,0,1
1378,trapos e farrapos,0,3
1379,la nuit américaine grand choral,0,5
1380,可惜不是你,0,1
1381,comethru,0,1
1382,let rock single version,0,4
1383,até quando,0,2
1384,el cielo entiende,0,3
1385,sunshine,0,1
1386,make love,0,2
1387,kirim aku bunga,0,3
1388,blossoming,0,1
1389,good things,0,2
1390,cannibal,0,1
1391,slowhand 35th anniversary,0,3
1392,fireside,0,1
1393,heart,0,1
1394,definitive collection,0,2
1395,churrasco,0,1
1396,high beat sofi tukker remix,0,5
1397,les chansons de caillou,0,4
1398,broadcast,0,1
1399,ambush,0,1
1400,losing hold,0,2
1401,jagga jiteya,0,2
1402,ama,0,1
1403,olha golpe,0,2
1404,huysuz tatlı kadın,0,3
1405,mundo da lua abraço,0,4
1406,grecco,0,1
1407,海のoh yeah,0,2
1408,play fire,0,2
1409,melody certain damaged lemons,0,4
1410,impossible,0,1
1411,神的遊戲,0,1
1412,fat land,0,2
1413,contemplation,0,1
1414,foo fighters,0,2
1415,goddess holly remix,0,3
1416,ever really loved woman,0,4
1417,trance frendz,0,2
1418,gamla fina svensktoppar,0,3
1419,last starks,0,2
1420,feel radio edit,0,3
1421,loved first,0,2
1422,like party,0,2
1423,藏著並不等於遺忘,0,1
1424,痴心換情深,0,1
1425,valparaíso ay rosa,0,3
1426,path,0,1
1427,chicken noodle soup,0,3
1428,edge tv ver,0,3
1429,russian woman,0,2
1430,constellations,0,1
1431,221218 flores,0,2
1432,featuring ty dolla ign,0,4
1433,coral kemuel vol 2,0,4
1434,isspecial,0,1
1435,door,0,1
1436,dont worry love,0,3
1437,ben böyleyim,0,2
1438,lilt,0,1
1439,natsukashii,0,1
1440,boiled,0,1
1441,ayer hoy,0,2
1442,eu não vou esquecela,0,4
1443,tributo yehovah acústico ao vivo,0,5
1444,mental state,0,2
1445,soft rain sleep,0,3
1446,foundations decay,0,2
1447,year spider,0,2
1448,scorcha,0,1
1449,thots prayer,0,2
1450,cenáculo de amor,0,3
1451,2 oceans,0,2
1452,miranda es imposible,0,3
1453,naruto vibes,0,2
1454,aziyat,0,1
1455,hoy,0,1
1456,probably try harder,0,3
1457,together,0,1
1458,sleepwalking,0,1
1459,hybrid theory,0,2
1460,babilônia,0,1
1461,devilman crybaby,0,2
1462,yells jack,0,2
1463,oni,0,1
1464,lets groove,0,2
1465,far beyond driven,0,3
1466,near light,0,2
1467,red carpet,0,2
1468,everything black,0,2
1469,sozialer abwärtsvergleich,0,2
1470,rosa maría,0,2
1471,hes wizard,0,2
1472,el mundo tras el cristal,0,5
1473,butter permission dance,0,3
1474,desenvolto 2,0,2
1475,cherry wine,0,2
1476,las 100 clásicas de cri cri vol 1,0,8
1477,meu vício,0,2
1478,inhibitions,0,1
1479,vamo que vamo,0,3
1480,de 38 carregado,0,3
1481,changes,0,1
1482,el templo del pop,0,4
1483,rei meu coração,0,3
1484,dem,0,1
1485,mais que amigos irmãos,0,4
1486,headlong,0,1
1487,maloqueiro visionário,0,2
1488,ufo,0,1
1489,lost nothingness,0,2
1490,bloco eu sozinho,0,3
1491,disco,0,1
1492,いつかこの涙が,0,1
1493,chão de estrelas,0,3
1494,ii power moonlite,0,3
1495,dont care,0,2
1496,終極一班2,0,1
1497,estados de animo,0,3
1498,candles,0,1
1499,back,0,1
1500,generasi biru,0,2
1501,destiny,0,1
1502,bésame mucho,0,2
1503,swim team,0,2
1504,milagres ao vivo,0,3
1505,nada pra fazer,0,3
1506,merry christmas everyone,0,3
1507,nossa canção,0,2
1508,como posso viver ao vivo,0,5
1509,barbie girl,0,2
1510,lord need live,0,3
1511,há poder ao vivo,0,4
1512,制服の人魚,0,1
1513,deep love,0,2
1514,heavy disco,0,2
1515,get,0,1
1516,pares,0,1
1517,lonely vibes,0,2
1518,mera dil tere liye,0,4
1519,tumhen dillagi,0,2
1520,left behind,0,2
1521,shake pt 2,0,3
1522,caifanes,0,1
1523,tão seu,0,2
1524,giraffenaffen 7 die große geburtstagsfeier,0,5
1525,sweet dreams remastered,0,3
1526,ever wanted,0,2
1527,tua santidade,0,2
1528,hilos rojos,0,2
1529,game thrones season 8,0,4
1530,raça brasileira,0,2
1531,good time,0,2
1532,maula,0,1
1533,black live mtv unplugged,0,4
1534,dont like youre,0,3
1535,aamar motey,0,2
1536,emerald stone,0,2
1537,feelings,0,1
1538,mazé,0,1
1539,fé inabalável,0,2
1540,panteón rococó,0,2
1541,naalayak ep,0,2
1542,sempiternal,0,1
1543,baki vs oliva rap pentágono negro,0,6
1544,lamb god,0,2
1545,last us part ii,0,4
1546,xscape,0,1
1547,cowboy vai te pegar,0,4
1548,eu quero minha bênção,0,4
1549,amor pra recomeçar,0,3
1550,athmavile anandhame,0,2
1551,24k magic,0,2
1552,quando você foi embora,0,4
1553,disconnected,0,1
1554,wind,0,1
1555,guarani,0,1
1556,black bird,0,2
1557,ganha mundo,0,2
1558,que sea rock,0,3
1559,azulejos 2,0,2
1560,discotete,0,1
1561,dance ka bhoot,0,3
1562,naima,0,1
1563,reset,0,1
1564,slime b,0,2
1565,bittersweet,0,1
1566,mismatched season 2,0,3
1567,minas gerais,0,2
1568,shall showers blessing,0,3
1569,third move,0,2
1570,return headhunterz,0,2
1571,hero,0,1
1572,night singing,0,2
1573,city lights spell name,0,4
1574,ein gutes schlechtes vorbild,0,4
1575,preservation hate,0,2
1576,decades worship,0,2
1577,seja bem vinda,0,3
1578,lihaa ja perunaa,0,3
1579,prologue tango apasionada,0,3
1580,great god essential collection,0,4
1581,sad girlz luv money,0,4
1582,missão de paz,0,3
1583,あー夏休み,0,1
1584,acoustic instrumental,0,2
1585,tsunami,0,1
1586,sixteen stone,0,2
1587,sour times,0,2
1588,redenção,0,1
1589,maui chill vol one,0,4
1590,20 super sucessos luiz ayrão,0,5
1591,six feet,0,2
1592,potpourri tem nada ver te cuida coração ao vivo,0,9
1593,snowman,0,1
1594,låt det regna,0,3
1595,anpanman,0,1
1596,從沒去過巴塞隆納,0,1
1597,terrorist threats,0,2
1598,portrait time 20102016,0,3
1599,piyanist 2,0,2
1600,first love,0,2
1601,outrun,0,1
1602,indian summer,0,2
1603,fight club,0,2
1604,hey dj remix,0,3
1605,el amor en mi vida,0,5
1606,孫燕姿stefanie同名專輯,0,1
1607,fé menina,0,2
1608,pal pal dil ke paas title track,0,7
1609,room fire,0,2
1610,我在流浮山滴眼水jpg,0,1
1611,soul single serenade,0,3
1612,reason fighting,0,2
1613,nada fácil,0,2
1614,vida é dela,0,3
1615,別問很可怕,0,1
1616,não posso te deixar,0,4
1617,howling,0,1
1618,game changer,0,2
1619,surprise,0,1
1620,clear rain,0,2
1621,é tarde demais ao vivo,0,5
1622,glee music complete season four,0,5
1623,ties bind,0,2
1624,hush hush,0,2
1625,butterfly,0,1
1626,mic drop,0,2
1627,casa filtr segunda edição,0,4
1628,cássia eller,0,2
1629,screws,0,1
1630,silver side,0,2
1631,kabir singh,0,2
1632,road,0,1
1633,fortitude,0,1
1634,foi ótimo,0,2
1635,summer,0,1
1636,jefe,0,1
1637,never,0,1
1638,live,0,1
1639,psychedelic trance,0,2
1640,écoute chérie,0,2
1641,festa,0,1
1642,milonga para una niña,0,4
1643,senpai,0,1
1644,motivation,0,1
1645,悲傷的採購 live,0,2
1646,yarılamışım,0,1
1647,hello love,0,2
1648,badlapur,0,1
1649,festa de adeus,0,3
1650,rolê diferenciado,0,2
1651,sort,0,1
1652,worlds apart,0,2
1653,ay que dios boludo,0,4
1654,damn,0,1
1655,die gladiator rebelion remix,0,4
1656,baadermeinhof blues,0,2
1657,blessed,0,1
1658,alma brasileira,0,2
1659,blue,0,1
1660,magníficos different,0,2
1661,siento,0,1
1662,different way,0,2
1663,love madly,0,2
1664,poison wine,0,2
1665,incondicionalmente ao vivo,0,3
1666,em fervente oração,0,3
1667,november rain,0,2
1668,cigarettes window,0,2
1669,inferno lofi,0,2
1670,battle drums,0,2
1671,arrebataste,0,1
1672,gangnam style,0,2
1673,take,0,1
1674,falling pieces,0,2
1675,abc alphabet song,0,3
1676,glimpse us,0,2
1677,universe,0,1
1678,night visions,0,2
1679,perro chico,0,2
1680,whats inside songs waitress,0,4
1681,add,0,1
1682,best kinderkarneval 2019,0,3
1683,kul,0,1
1684,lets get killed,0,3
1685,visceral,0,1
1686,ocho,0,1
1687,aaye ho meri zindagi mein male version,0,7
1688,equalize ao vivo,0,3
1689,linda,0,1
1690,money rain,0,2
1691,led spirals extended version,0,4
1692,three flights alto nido,0,4
1693,carnival rust,0,2
1694,somebody,0,1
1695,arte de zeca pagodinho,0,4
1696,sorriso maroto ao vivo recife,0,5
1697,dig ska jag älska,0,4
1698,天空,0,1
1699,la única voz,0,3
1700,silêncio que precede esporro,0,4
1701,thiruppatchi,0,1
1702,bonde tony country,0,3
1703,meereswellen zum schlafen weißes rauschen für den schlaf,0,8
1704,songs wrote bedroom,0,3
1705,irishman,0,1
1706,infinity dubdogz bhaskar edit,0,4
1707,esse é meu deus,0,4
1708,come,0,1
1709,find,0,1
1710,longchamps boogie,0,2
1711,tanto la queria,0,3
1712,花に亡霊,0,1
1713,going destruction,0,2
1714,long way,0,2
1715,sunsets goodbyes,0,2
1716,afterglow,0,1
1717,since dont,0,2
1718,music party five,0,3
1719,mountain forests,0,2
1720,levels,0,1
1721,higher ground,0,2
1722,kalbin yok mu,0,3
1723,pedreiro e cinderela,0,3
1724,thunder,0,1
1725,parachute,0,1
1726,cest,0,1
1727,disturb,0,1
1728,trilogin,0,1
1729,ona chce tančit,0,3
1730,hamari adhuri kahani,0,3
1731,come clean,0,2
1732,satanist,0,1
1733,n,0,1
1734,pink season,0,2
1735,heat waves,0,2
1736,zapatillas,0,1
1737,дом периньон,0,2
1738,soldiers,0,1
1739,25 anos,0,2
1740,21st century breakdown,0,3
1741,jaago uma,0,2
1742,interstellar expanded edition,0,3
1743,schlager 2,0,2
1744,weight,0,1
1745,hush little baby,0,3
1746,cheap thrills,0,2
1747,lost,0,1
1748,sin barreras,0,2
1749,emergency ep,0,2
1750,whistle,0,1
1751,september,0,1
1752,magma,0,1
1753,spiritual religious,0,2
1754,evening silk sonic,0,3
1755,ambarsariya,0,1
1756,hearteater,0,1
1757,pretty things,0,2
1758,swim,0,1
1759,tür,0,1
1760,tales forgotten melodies,0,3
1761,honky tonkin,0,2
1762,high fk,0,2
1763,narutoナルト 疾風伝 オリジナル・サウンドトラック ⅲ,0,4
1764,uma nova história,0,3
1765,lionheart,0,1
1766,vodka orange,0,2
1767,renovo,0,1
1768,white blood cells,0,3
1769,endangered species,0,2
1770,punk rock até os ossos,0,5
1771,podrabiany rolex,0,2
1772,shhhhhhhhhh white noise,0,3
1773,love aint love,0,3
1774,cry alone,0,2
1775,window,0,1
1776,helicopter video edit,0,3
1777,emptiness,0,1
1778,el último tour del mundo,0,5
1779,mais que um mero poema ao vivo,0,7
1780,inconfundível,0,1
1781,abuso de poder,0,3
1782,dil bechara,0,2
1783,kein nirvana,0,2
1784,força nosso som,0,3
1785,rani,0,1
1786,black,0,1
1787,olafs frozen adventure,0,3
1788,creepy crawly spider,0,3
1789,top gun maverick,0,3
1790,kudrat,0,1
1791,orpheum,0,1
1792,buscando razón,0,2
1793,konu kilit,0,2
1794,montagnes russes,0,2
1795,computadores fazem arte,0,3
1796,nude remixes,0,2
1797,akkarappacha,0,1
1798,千千闋歌,0,1
1799,mtv unplugged new york,0,4
1800,oh carol,0,2
1801,sevgilim biz ayrıldık,0,3
1802,obras cumbres,0,2
1803,teenage emotion gigs case boowy,0,5
1804,哪裡都是你,0,1
1805,alto da pedra,0,3
1806,avenged sevenfold,0,2
1807,tape im sad,0,3
1808,paspatou,0,1
1809,salsera,0,1
1810,oi młodzież,0,2
1811,ele continua sendo deus,0,4
1812,touch,0,1
1813,utopia,0,1
1814,say,0,1
1815,sara ramirez ep,0,3
1816,cant stop,0,2
1817,sem pressa,0,2
1818,changed life,0,2
1819,magic hour,0,2
1820,territorial pissings,0,2
1821,la hiedra venenosa,0,3
1822,afterglow stephan baulig remix,0,4
1823,simple things,0,2
1824,愛如潮水,0,1
1825,pink season,0,2
1826,fool,0,1
1827,miro de atrás,0,3
1828,1953,0,1
1829,everything means nothing,0,3
1830,bad girl,0,2
1831,mireille,0,1
1832,yersiz göksüz zamanlar,0,3
1833,sokak güvercini,0,2
1834,see coming,0,2
1835,humps,0,1
1836,long hot summer days,0,4
1837,bullet valentine,0,2
